psd-large,jpeg-large,jpeg-medium,png-large,psd-medium,svg-small,svg-medium,psd-small,svg-large,jpeg-small,png-medium,png-small
0,0,0,0.82,0.86,0.86,0.83,0.77,0.73,0.73,0.71,0.67,0.68
