png-large,jpeg-medium,jpeg-large,psd-small,svg-large,psd-medium,svg-small,jpeg-small,psd-large,svg-medium,png-medium,png-small
0,0,0,0.93,0.92,0.86,0.81,0.77,0.75,0.73,0.73,0.72,0.69
