png-small,jpeg-large,jpeg-medium,png-medium,svg-medium,png-large,jpeg-small,svg-small,psd-small,svg-large,psd-large,psd-medium
0,0,0,0.4,0.58,0.63,0.66,0.68,0.7,0.66,0.67,0.65,0.65
