svg-large,psd-large,jpeg-small,png-small,jpeg-medium,png-medium,svg-small,psd-small,svg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.56,0.56,0.56,0.58,0.61,0.63,0.65,0.67,0.68,0.69
