large.tar,vmlinux-5.10.tar,uiq2-16.bin,deepfield.tar,uiq2-8.bin,fannie_mae_500k.tar,misc.tar,artificl.tar,uiq2-4.bin,enwik8.tar,uiq-32.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.91,0.87,0.87,0.85,0.85,0.84,0.84,0.83,0.83,0.83,0.83
