enwik8.tar,silesia.tar,artificl.tar,deepfield.tar,uiq2-8.bin,uiq2-16.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq2-4.bin,misc.tar,large.tar,uiq-32.bin
0,0,0,0.96,0.81,0.76,0.79,0.82,0.83,0.83,0.83,0.84,0.81,0.81
