artificl.tar,ambivert.wav.tar,large.tar,silesia.tar,enwik8.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin
0,0,0,0.58,0.42,0.5,0.65,0.31,0.57,0.39,0.44,0.42,0.33,0.45
