uiq2-8.bin,artificl.tar,ambivert.wav.tar,large.tar,enwik8.tar,silesia.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.71,0.44,0.42,0.72,0.41,0.29,0.55,0.46,0.33,0.39,0.41
