jpeg-medium,png-medium,svg-large,psd-large,psd-small,psd-medium,svg-medium,svg-small,png-small,jpeg-large,png-large,jpeg-small
0,0,0,0.76,0.62,0.48,0.58,0.41,0.6,0.52,0.55,0.32,0.39
