misc.tar,vmlinux-5.10.tar,uiq2-16.bin,artificl.tar,enwik8.tar,deepfield.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,ambivert.wav.tar,silesia.tar
0,0,0,0.89,0.79,0.35,0.52,0.48,0.36,0.48,0.39,0.54,0.5,0.48
