jpeg-small,png-medium,svg-large,jpeg-medium,svg-small,png-large,psd-medium,jpeg-large,svg-medium,psd-large,psd-small,png-small
0,0,0,0.75,0.7,0.7,0.7,0.7,0.72,0.73,0.74,0.74,0.74
