deepfield.tar,uiq2-4.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-8.bin,misc.tar,ambivert.wav.tar,uiq2-16.bin,silesia.tar
0,0,0,0.87,0.84,0.86,0.85,0.87,0.87,0.85,0.83,0.81,0.78,0.77
