psd-small,svg-medium,jpeg-large,psd-medium,svg-small,png-large,jpeg-small,jpeg-medium,psd-large,svg-large,png-medium,png-small
0,0,0,0.61,0.61,0.64,0.64,0.65,0.67,0.68,0.7,0.69,0.66
