jpeg-medium,png-medium,png-small,psd-large,psd-small,jpeg-large,svg-small,png-large,svg-medium,psd-medium,jpeg-small,svg-large
0,0,0,0.89,0.77,0.73,0.7,0.67,0.69,0.69,0.69,0.68,0.68
