svg-small,png-large,jpeg-medium,svg-large,png-medium,png-small,svg-medium,psd-medium,jpeg-small,psd-small,jpeg-large,psd-large
0,0,0,0.56,0.65,0.45,0.43,0.66,0.54,0.44,0.36,0.48,0.49
