psd-large,svg-medium,png-small,jpeg-large,psd-medium,jpeg-small,png-large,jpeg-medium,svg-small,psd-small,svg-large,png-medium
0,0,0,0.69,0.64,0.64,0.7,0.68,0.7,0.71,0.73,0.73,0.71
