png-small,psd-small,png-large,jpeg-medium,svg-large,jpeg-large,png-medium,jpeg-small,psd-medium,psd-large,svg-medium,svg-small
0,0,0,0.64,0.6,0.7,0.7,0.67,0.69,0.66,0.63,0.64,0.65
