fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,large.tar,misc.tar,silesia.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,deepfield.tar
0,0,0,0.8,0.81,0.86,0.88,0.89,0.9,0.88,0.86,0.85,0.84,0.8
