enwik8.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,artificl.tar,uiq2-8.bin,silesia.tar,deepfield.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-4.bin,uiq-32.bin,misc.tar
0,0,0,0.98,0.85,0.84,0.79,0.76,0.77,0.78,0.79,0.8,0.81,0.82
