jpeg-small,svg-medium,jpeg-medium,psd-small,jpeg-large,png-medium,svg-large,png-large,svg-small,psd-medium,png-small,psd-large
0,0,0,0.65,0.7,0.38,0.33,0.45,0.47,0.35,0.33,0.53,0.47
