fannie_mae_500k.tar,deepfield.tar,ambivert.wav.tar,enwik8.tar,misc.tar,uiq2-8.bin,uiq2-16.bin,artificl.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,uiq-32.bin,silesia.tar
0,0,0,0.89,0.92,0.92,0.9,0.89,0.89,0.88,0.87,0.87,0.87,0.87
