ambivert.wav.tar,artificl.tar,uiq2-16.bin,vmlinux-5.10.tar,uiq2-8.bin,misc.tar,silesia.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,large.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.82,0.83,0.84,0.84,0.83,0.81,0.8,0.8,0.8,0.81,0.81
