jpeg-medium,svg-medium,png-medium,jpeg-large,png-small,svg-small,png-large,psd-medium,svg-large,psd-small,psd-large,jpeg-small
0,0,0,0.56,0.51,0.62,0.64,0.62,0.6,0.64,0.65,0.65,0.64
