jpeg-large,png-small,psd-large,psd-small,svg-small,psd-medium,png-medium,png-large,svg-medium,jpeg-medium,jpeg-small,svg-large
0,0,0,0.51,0.42,0.33,0.33,0.28,0.34,0.27,0.38,0.28,0.27
