misc.tar,deepfield.tar,uiq2-8.bin,silesia.tar,enwik8.tar,uiq2-4.bin,large.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,uiq-32.bin
0,0,0,0.71,0.61,0.32,0.57,0.32,0.42,0.38,0.4,0.38,0.42,0.48
