svg-small,svg-large,jpeg-medium,psd-small,png-small,png-medium,svg-medium,psd-large,jpeg-small,png-large,jpeg-large,psd-medium
0,0,0,0.59,0.55,0.57,0.43,0.6,0.64,0.37,0.41,0.46,0.41
