enwik8.tar,large.tar,uiq-32.bin,deepfield.tar,uiq2-16.bin,uiq2-8.bin,artificl.tar,uiq2-4.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,silesia.tar,misc.tar,ambivert.wav.tar
0,0,0,0.87,0.86,0.84,0.83,0.83,0.82,0.8,0.79,0.79,0.79,0.79
