vmlinux-5.10.tar,misc.tar,artificl.tar,uiq2-4.bin,uiq2-8.bin,fannie_mae_500k.tar,enwik8.tar,uiq-32.bin,ambivert.wav.tar,large.tar,deepfield.tar,uiq2-16.bin,silesia.tar
0,0,0,0.74,0.8,0.78,0.77,0.78,0.79,0.78,0.78,0.79,0.78,0.78
