png-small,svg-medium,psd-medium,svg-small,jpeg-medium,png-medium,png-large,jpeg-small,svg-large,jpeg-large,psd-large,psd-small
0,0,0,0.69,0.74,0.7,0.65,0.68,0.69,0.7,0.69,0.67,0.69
