uiq2-8.bin,artificl.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-4.bin,large.tar,uiq-32.bin,deepfield.tar,silesia.tar,misc.tar,ambivert.wav.tar
0,0,0,0.69,0.67,0.71,0.75,0.74,0.76,0.78,0.8,0.8,0.8,0.81
