png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.58,0.69,0.55,0.56,0.59,0.41,0.55,0.52,0.27,0.45
