png-small,jpeg-small,png-large,psd-large,svg-medium,svg-large,svg-small,jpeg-medium,psd-medium,png-medium,jpeg-large,psd-small
0,0,0,0.71,0.69,0.47,0.51,0.39,0.53,0.46,0.41,0.52,0.4
