uiq2-16.bin,uiq2-4.bin,silesia.tar,uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,misc.tar,large.tar
0,0,0,0.98,0.94,0.92,0.89,0.87,0.87,0.85,0.84,0.8,0.77,0.76
