psd-small,jpeg-small,psd-large,jpeg-medium,png-large,svg-small,png-medium,psd-medium,svg-large,png-small,svg-medium,jpeg-large
0,0,0,0.69,0.66,0.72,0.77,0.72,0.7,0.7,0.71,0.69,0.67
