svg-large,jpeg-small,psd-small,jpeg-medium,svg-small,png-medium,png-large,jpeg-large,psd-medium,png-small,svg-medium,psd-large
0,0,0,0.33,0.49,0.57,0.58,0.55,0.59,0.63,0.65,0.66,0.66
