deepfield.tar,uiq2-4.bin,artificl.tar,uiq2-8.bin,ambivert.wav.tar,uiq2-16.bin,enwik8.tar,silesia.tar,large.tar,vmlinux-5.10.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.84,0.77,0.73,0.76,0.78,0.8,0.82,0.83,0.83,0.81,0.79
