psd-small,svg-large,jpeg-medium,png-medium,svg-medium,psd-large,png-small,psd-medium,jpeg-small,svg-small,png-large,jpeg-large
0,0,0,0.6,0.61,0.69,0.69,0.69,0.7,0.69,0.7,0.68,0.68
