png-large,svg-medium,svg-large,jpeg-medium,psd-medium,png-small,psd-small,jpeg-small,svg-small,psd-large,jpeg-large,png-medium
0,0,0,0.38,0.27,0.38,0.3,0.29,0.28,0.27,0.33,0.35,0.34
