svg-small,png-large,svg-medium,svg-large,png-small,jpeg-medium,jpeg-large,png-medium,psd-large,psd-small,psd-medium,jpeg-small
0,0,0,0.47,0.52,0.54,0.53,0.57,0.63,0.65,0.66,0.67,0.67
