jpeg-small,jpeg-medium,svg-medium,jpeg-large,svg-small,psd-large,psd-medium,png-small,svg-large,psd-small,png-large,png-medium
0,0,0,0.7,0.41,0.43,0.45,0.5,0.52,0.42,0.53,0.47,0.36
