fannie_mae_500k.tar,uiq2-4.bin,uiq-32.bin,deepfield.tar,ambivert.wav.tar,enwik8.tar,misc.tar,vmlinux-5.10.tar,artificl.tar,uiq2-8.bin,silesia.tar,large.tar,uiq2-16.bin
0,0,0,0.76,0.85,0.84,0.86,0.83,0.78,0.75,0.73,0.72,0.74,0.75
