deepfield.tar,uiq2-4.bin,large.tar,silesia.tar,uiq-32.bin,artificl.tar,fannie_mae_500k.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin,ambivert.wav.tar,vmlinux-5.10.tar,misc.tar
0,0,0,0.86,0.88,0.88,0.87,0.85,0.84,0.84,0.85,0.85,0.85,0.84
