uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-4.bin,artificl.tar,large.tar,uiq2-8.bin,silesia.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,enwik8.tar,misc.tar
0,0,0,0.89,0.89,0.88,0.82,0.77,0.78,0.8,0.81,0.8,0.81,0.81
