png-small,jpeg-small,png-large,psd-large,svg-medium,svg-large,svg-small,jpeg-medium,psd-medium,png-medium,jpeg-large,psd-small
0,0,0,0.76,0.74,0.75,0.75,0.74,0.73,0.74,0.75,0.74,0.75
