jpeg-medium,png-large,jpeg-small,jpeg-large,svg-large,png-medium,psd-small,svg-medium,svg-small,psd-large,psd-medium,png-small
0,0,0,0.87,0.78,0.73,0.69,0.66,0.67,0.65,0.63,0.62,0.64
