artificl.tar,ambivert.wav.tar,uiq2-8.bin,enwik8.tar,uiq2-4.bin,silesia.tar,misc.tar,uiq-32.bin,uiq2-16.bin,vmlinux-5.10.tar,deepfield.tar,fannie_mae_500k.tar,large.tar
0,0,0,0.85,0.84,0.86,0.86,0.86,0.85,0.85,0.85,0.85,0.84,0.83
