uiq2-8.bin,deepfield.tar,fannie_mae_500k.tar,large.tar,uiq-32.bin,uiq2-16.bin,ambivert.wav.tar,vmlinux-5.10.tar,silesia.tar,misc.tar,artificl.tar,enwik8.tar,uiq2-4.bin
0,0,0,0.92,0.85,0.86,0.86,0.85,0.85,0.84,0.84,0.83,0.84,0.83
