vmlinux-5.10.tar,silesia.tar,uiq2-8.bin,uiq2-16.bin,large.tar,deepfield.tar,uiq-32.bin,enwik8.tar,artificl.tar,misc.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-4.bin
0,0,0,0.96,0.91,0.93,0.92,0.9,0.88,0.9,0.85,0.81,0.78,0.78
