large.tar,vmlinux-5.10.tar,deepfield.tar,fannie_mae_500k.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-16.bin,uiq-32.bin,uiq2-4.bin,uiq2-8.bin,silesia.tar,misc.tar
0,0,0,0.86,0.85,0.83,0.83,0.82,0.83,0.83,0.84,0.84,0.84,0.84
