jpeg-large,svg-small,psd-small,psd-large,jpeg-small,svg-large,png-large,png-small,psd-medium,svg-medium,png-medium,jpeg-medium
0,0,0,0.71,0.61,0.61,0.61,0.63,0.63,0.65,0.68,0.69,0.67
