uiq-32.bin,deepfield.tar,enwik8.tar,misc.tar,artificl.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,large.tar,uiq2-16.bin
0,0,0,0.84,0.82,0.79,0.7,0.68,0.72,0.73,0.73,0.72,0.72,0.73
