misc.tar,ambivert.wav.tar,enwik8.tar,uiq-32.bin,large.tar,vmlinux-5.10.tar,silesia.tar,artificl.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar
0,0,0,0.69,0.77,0.73,0.32,0.45,0.56,0.52,0.5,0.48,0.44,0.47
