enwik8.tar,misc.tar,artificl.tar,ambivert.wav.tar,large.tar,deepfield.tar,uiq2-16.bin,vmlinux-5.10.tar,uiq2-4.bin,uiq2-8.bin,uiq-32.bin,silesia.tar,fannie_mae_500k.tar
0,0,0,0.76,0.56,0.76,0.29,0.5,0.47,0.67,0.5,0.48,0.5,0.52
