jpeg-small,svg-large,psd-large,svg-medium,jpeg-medium,png-small,png-medium,png-large,psd-small,svg-small,psd-medium,jpeg-large
0,0,0,0.62,0.52,0.59,0.57,0.6,0.62,0.64,0.64,0.64,0.65
