uiq2-8.bin,vmlinux-5.10.tar,uiq-32.bin,misc.tar,large.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,ambivert.wav.tar,artificl.tar,silesia.tar,fannie_mae_500k.tar,uiq2-16.bin
0,0,0,0.82,0.8,0.75,0.68,0.69,0.52,0.57,0.52,0.66,0.46,0.51
