png-large,png-medium,psd-large,jpeg-medium,png-small,jpeg-large,psd-medium,svg-large,jpeg-small,svg-medium,psd-small,svg-small
0,0,0,0.95,0.91,0.89,0.88,0.85,0.83,0.81,0.77,0.76,0.75
