svg-small,psd-small,svg-medium,jpeg-large,jpeg-small,png-small,png-medium,psd-medium,psd-large,jpeg-medium,png-large,svg-large
0,0,0,0.7,0.7,0.66,0.59,0.49,0.52,0.48,0.48,0.41,0.44
