psd-small,jpeg-small,psd-large,jpeg-medium,png-large,svg-small,png-medium,psd-medium,svg-large,png-small,svg-medium,jpeg-large
0,0,0,0.65,0.62,0.68,0.73,0.74,0.71,0.74,0.71,0.7,0.69
