uiq2-8.bin,deepfield.tar,ambivert.wav.tar,large.tar,misc.tar,silesia.tar,uiq2-4.bin,uiq-32.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,artificl.tar,enwik8.tar,uiq2-16.bin
0,0,0,0.86,0.87,0.88,0.87,0.87,0.87,0.87,0.88,0.88,0.87,0.87
