silesia.tar,deepfield.tar,ambivert.wav.tar,artificl.tar,uiq2-4.bin,misc.tar,vmlinux-5.10.tar,enwik8.tar,fannie_mae_500k.tar,large.tar,uiq2-16.bin,uiq-32.bin,uiq2-8.bin
0,0,0,0.89,0.91,0.78,0.75,0.59,0.71,0.59,0.65,0.45,0.55,0.56
