psd-small,jpeg-small,psd-large,jpeg-medium,png-large,svg-small,png-medium,psd-medium,svg-large,png-small,svg-medium,jpeg-large
0,0,0,0.85,0.75,0.79,0.81,0.8,0.78,0.79,0.77,0.76,0.74
