uiq2-16.bin,artificl.tar,deepfield.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-8.bin,large.tar,silesia.tar,uiq2-4.bin,enwik8.tar
0,0,0,0.62,0.47,0.76,0.3,0.69,0.28,0.37,0.5,0.37,0.42,0.56
