psd-medium,psd-small,svg-medium,svg-large,svg-small,jpeg-medium,jpeg-small,png-large,psd-large,jpeg-large,png-medium,png-small
0,0,0,0.8,0.59,0.39,0.37,0.61,0.43,0.57,0.53,0.54,0.46
