uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-16.bin,misc.tar,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,artificl.tar,enwik8.tar,uiq-32.bin
0,0,0,0.9,0.89,0.89,0.88,0.88,0.87,0.86,0.85,0.85,0.84,0.84
